| dominio                           | documento           | adm_handle | tec_handle | cob_handle | ticket   | data_cadastro       | ultima_atualizacao  |
| jornadasdip.gov.br                | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944243 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| jt.gov.br                         | 000.509.968/0001-48 | SEGDI7     | SEGDI7     | SCD13      |   536775 | 2001-03-23 12:50:34 | 2020-05-05 20:44:09 |
| juntoscontracorrupcao.gov.br      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944244 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| justica.gov.br                    | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     |   724843 | 2002-02-01 13:49:06 | 2023-05-22 21:50:07 |
| justicadotrabalho.gov.br          | 000.509.968/0001-48 | SEGDI7     | SEGDI7     | SCD13      |   536773 | 2001-03-23 12:50:32 | 2020-05-05 20:44:20 |
| justicaeleitoral.gov.br           | 000.509.018/0001-13 | DCC        | DCC        | WOS3       |   614308 | 2001-08-01 17:09:46 | 2021-08-07 01:02:59 |
| justicafederal.gov.br             | 000.508.903/0001-88 | RNSLE4     | AJM126     | PMI2       |  1965153 | 2005-01-11 12:43:56 | 2019-07-16 18:38:36 |
| justra.gov.br                     | 000.509.968/0001-48 | SEGDI7     | SEGDI7     | SCD13      |   536770 | 2001-03-23 12:50:32 | 2020-05-05 20:44:18 |
| juventude.gov.br                  | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      |  3962921 | 2007-10-17 19:13:26 | 2023-10-24 13:54:56 |
| labcluster.gov.br                 | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      | 10664867 | 2012-10-26 09:30:37 | 2021-01-12 11:25:54 |
| lai.gov.br                        | 026.664.015/0001-48 | SEGDI7     | SRBOL6     | GUMSO21    | 12773600 | 2014-04-08 19:15:07 | 2021-09-14 14:23:27 |
| lapa-pe.gov.br                    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944245 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| laracps.gov.br                    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944246 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| lexml.gov.br                      | 000.530.279/0004-68 | SSAIR      | SIT80      | SSAIR      |  2518511 | 2005-12-19 10:44:20 | 2023-10-11 00:53:58 |
| linea.gov.br                      | 004.079.233/0001-82 | SEGDI7     | SEGDI7     | WVL        |  6832432 | 2010-05-13 14:34:36 | 2022-09-12 15:23:00 |
| linuxseguro.gov.br                | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944247 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| logisticabrasil.gov.br            | 015.763.423/0001-30 | EMPLO7     | ROXSA14    | EMPLO7     | 11353074 | 2013-05-08 14:03:54 | 2023-04-11 13:03:07 |
| logisticsbrazil.gov.br            | 015.763.423/0001-30 | EMPLO7     | ROXSA14    | EMPLO7     | 11353072 | 2013-05-08 14:03:54 | 2023-04-11 13:27:59 |
| lojacaixa.gov.br                  | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |  1850408 | 2004-10-19 18:53:37 | 2023-10-29 02:33:31 |
| loteca.gov.br                     | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323569 | 2000-05-02 13:26:11 | 2023-06-10 23:26:34 |
| loteriaesportiva.gov.br           | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323558 | 2000-05-02 13:26:12 | 2023-06-10 23:25:35 |
| loteriafederal.gov.br             | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323556 | 2000-05-02 13:26:13 | 2023-06-10 23:30:50 |
| loterias.gov.br                   | 000.360.305/0674-46 | RMJ35      | GIT60      | GIC166     |   399407 | 2000-08-04 21:17:55 | 2023-02-26 02:55:31 |
| loteriascaixa.gov.br              | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399432 | 2000-08-04 21:17:56 | 2023-06-10 23:21:18 |
| loto-tauloteriadacopa.gov.br      | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323575 | 2000-05-02 13:26:14 | 2023-06-10 23:17:48 |
| lotofacil.gov.br                  | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399433 | 2000-08-04 21:17:56 | 2023-06-10 23:20:25 |
| lotomania.gov.br                  | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |  1342303 | 2003-09-30 19:48:18 | 2023-06-10 23:18:38 |
| ls.gov.br                         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944248 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| ma.gov.br                         | 024.393.108/0001-50 | GEISE      | GEISE      | GEISE      |    35641 | 1997-04-07 12:00:00 | 2020-10-09 18:41:36 |
| maerj.gov.br                      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944249 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| maisambiente.gov.br               | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944250 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| maisbrasil.gov.br                 | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944251 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| maismedico.gov.br                 | 015.126.437/0001-43 | DOEBS      | DOEBS      | DOEBS      | 11932833 | 2013-09-24 15:56:06 | 2014-05-28 13:37:41 |
| maismedicos.gov.br                | 015.126.437/0001-43 | DOEBS      | DOEBS      | DOEBS      | 11932824 | 2013-09-24 15:56:06 | 2014-05-28 13:37:54 |
| manausenergia.gov.br              | 002.341.467/0003-92 | INTEL69    | INTEL71    | ROLCO192   |  2754242 | 2006-05-10 13:29:16 | 2022-03-15 13:56:34 |
| manufaturaavancada.gov.br         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944252 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| maranhao.gov.br                   | 024.393.108/0001-50 | GEISE      | GEISE      | GEISE      |   155160 | 1999-04-19 19:41:34 | 2020-10-09 18:41:36 |
| marinha.gov.br                    | 000.394.502/0522-92 | CTIMB      | CTIMB      | CTIMB      |  5899323 | 2009-08-17 18:25:35 | 2023-09-19 16:39:12 |
| matopiba.gov.br                   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944253 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mb.gov.br                         | 000.394.502/0522-92 | CTIMB      | CTIMB      | CTIMB      |  5858626 | 2009-08-07 13:48:46 | 2023-09-19 16:39:50 |
| mc.gov.br                         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944254 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mcom.gov.br                       | 037.753.638/0001-03 | VHHTA      | JARFE114   | VHHTA      | 21807343 | 2020-10-01 11:52:54 | 2023-10-11 23:26:17 |
| mct.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944255 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mcti.gov.br                       | 003.132.745/0001-00 | MIMCT      | MIMCT      | MIMCT      | 21399749 | 2020-07-23 13:07:51 | 2023-02-15 19:55:08 |
| mctic.gov.br                      | 000.394.437/0003-19 | MIMCT      | MIMCT      | MIMCT      | 15892400 | 2016-07-27 11:33:06 | 2020-12-19 04:27:06 |
| mda.gov.br                        | 001.612.452/0001-97 | MAS3725    | MAS3725    | MAS3725    |   339586 | 2000-05-22 18:31:57 | 2019-09-13 20:55:56 |
| mdh.gov.br                        | 027.136.980/0001-00 | MDDHU      | MDDHU      | MDDHU      | 16685562 | 2017-03-06 15:23:58 | 2021-12-08 16:01:53 |
| mdic.gov.br                       | 000.394.478/0002-24 | SEGDI7     | COINF90    | COINF90    |   146981 | 1999-03-15 14:56:43 | 2022-04-14 22:00:45 |
| mdr.gov.br                        | 003.353.358/0001-96 | MIDRE13    | MIDRE13    | MIDRE13    | 19192982 | 2019-01-22 18:01:18 | 2022-05-13 19:46:08 |
| mds.gov.br                        | 005.756.246/0001-01 | RAASI691   | MHAGO13    | SEGDI7     |  1630325 | 2004-05-06 14:40:29 | 2022-09-05 23:54:13 |
| mec.gov.br                        | 000.394.445/0139-39 | ACPSB2     | ACPSB2     | ACPSB2     |     4823 | 1995-12-14 12:00:00 | 2023-02-17 20:16:38 |
| mega-sena.gov.br                  | 000.360.305/0655-83 | RMJ35      | GIT60      | GIC166     |   399420 | 2000-08-04 21:17:57 | 2023-06-10 23:14:30 |
| megasena.gov.br                   | 000.360.305/0655-83 | RMJ35      | GIT60      | GIC166     |  1337598 | 2003-09-22 12:32:38 | 2023-06-10 23:15:29 |
| meioambiente.gov.br               | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944256 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| meioambientedobrasil.gov.br       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944257 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| memoriabndes.gov.br               | 033.657.248/0001-89 | GGT13      | GGT13      | GGT13      | 13601169 | 2014-12-10 15:38:29 | 2014-12-10 15:38:29 |
| memoriasreveladas.gov.br          | 004.374.067/0001-47 | KERPO      | KERPO      | KERPO      |  5817079 | 2009-07-24 16:13:23 | 2021-01-29 21:54:23 |
| mercadopublico.gov.br             | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |  4382710 | 2008-04-15 18:45:28 | 2021-01-12 11:25:54 |
| mercosul.gov.br                   | 000.394.536/0006-43 | SAT7       | SAT7       | SAT7       |   494320 | 2001-01-05 20:56:59 | 2022-05-25 14:36:29 |
| mestradoprofissional.gov.br       | 033.892.175/0001-00 | THACA263   | CHCDA6     | THACA263   | 14934291 | 2015-12-02 18:44:16 | 2023-07-26 13:59:55 |
| metrobh.gov.br                    | 042.357.483/0005-50 | EDS314     | EDS314     | JAAVI19    |  1082083 | 2003-02-05 13:19:03 | 2021-09-08 19:32:13 |
| meufuturoseguro.gov.br            | 042.354.068/0001-19 | SUSPR6     | SUSPR6     | SUSPR6     | 16794662 | 2017-03-27 11:15:00 | 2020-10-08 14:54:32 |
| mg.gov.br                         | 016.636.540/0001-04 | PGM14      | PGM14      | PGM14      |        0 | 1995-07-27 12:00:00 | 2019-04-05 14:29:12 |
| mi.gov.br                         | 003.353.358/0001-96 | MIDRE13    | MIDRE13    | MIDRE13    |   202195 | 1999-09-23 16:25:17 | 2022-05-10 18:37:00 |
| microepequenaempresa.gov.br       | 033.683.111/0001-07 | GSISE      | GSISE      | GSISE      | 12212573 | 2013-11-06 13:41:09 | 2020-06-15 21:22:02 |
| mict.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944258 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| migrantes.gov.br                  | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     | 12187693 | 2013-11-14 13:06:11 | 2023-05-22 21:50:22 |
| minc.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944259 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mincrj.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944260 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mincsp.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944261 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| minhacasaminhavida.gov.br         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944262 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| ministeriodomeioambiente.gov.br   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944263 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| ministeriopublicodf.gov.br        | 026.989.715/0002-93 | DTMPD      | DTMPD      | DTMPD      |  4725433 | 2008-08-21 18:36:21 | 2015-04-20 19:02:04 |
| mj.gov.br                         | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     |     7908 | 1996-05-17 12:00:00 | 2023-05-22 21:50:38 |
| mls.gov.br                        | 026.474.056/0017-39 | AJM40      | AJM40      | AJM40      |   345374 | 2000-06-08 13:12:51 | 2010-08-17 20:59:55 |
| mma.gov.br                        | 037.115.375/0002-98 | IRPJU27    | IRPJU27    | IRPJU27    |        0 | 1995-07-10 12:00:00 | 2023-06-07 21:08:04 |
| mme.gov.br                        | 037.115.383/0005-87 | HCB42      | HCB42      | HCB42      |    11916 | 1996-07-17 12:00:00 | 2017-09-23 19:35:39 |
| mmirjdh.gov.br                    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944264 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mnba.gov.br                       | 026.474.056/0019-09 | SEGDI7     | RNM126     | CSS68      |   471179 | 2000-12-04 18:35:24 | 2021-10-08 20:12:30 |
| monumenta.gov.br                  | 001.264.142/0002-00 | SUAAL3     | SUAAL3     | SUAAL3     |   578452 | 2001-06-25 18:04:03 | 2021-05-12 18:20:42 |
| mp-df.gov.br                      | 026.989.715/0002-93 | DTMPD      | DTMPD      | DTMPD      |  4725404 | 2008-08-21 18:36:21 | 2015-04-20 19:02:38 |
| mp.gov.br                         | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |   186926 | 1999-08-20 11:50:33 | 2021-01-12 11:25:54 |
| mpa.gov.br                        | 000.489.828/0001-55 | MAS3725    | MAS3725    | MAS3725    | 24944265 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mpas.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944266 | 2022-08-24 12:16:09 | 2023-05-11 19:06:29 |
| mpdf.gov.br                       | 026.989.715/0002-93 | DTMPD      | DTMPD      | DTMPD      |  4725445 | 2008-08-21 18:51:45 | 2015-04-20 19:02:57 |
| mpdft.gov.br                      | 026.989.715/0002-93 | DTMPD      | DTMPD      | DTMPD      |     8005 | 1996-05-21 12:00:00 | 2021-01-04 17:03:28 |
| mpes.gov.br                       | 002.304.470/0001-74 | AMP477     | AMP477     | AMP477     |   640020 | 2001-09-14 16:51:17 | 2019-11-04 15:53:02 |
| mpf.gov.br                        | 026.989.715/0050-90 | FEHNA21    | FEHNA21    | FEHNA21    |        0 | 1996-01-01 12:00:00 | 2021-08-18 17:26:05 |
| mpm.gov.br                        | 026.989.715/0004-55 | SEGDI7     | SEGDI7     | SOCOE2     |    57113 | 1997-09-11 12:00:00 | 2020-05-05 20:44:10 |
| mpor.gov.br                       | 037.115.342/0001-67 | SECDA3     | SECDA3     | SECDA3     | 25696311 | 2023-02-10 13:19:25 | 2023-02-10 13:19:25 |
| mps.gov.br                        | 000.394.528/0005-16 | DDA66      | DDT10      | DDC98      |  1097821 | 2003-02-12 18:31:27 | 2021-09-21 18:43:46 |
| mpt.gov.br                        | 026.989.715/0005-36 | STPGT      | STPGT      | STPGT      |     4515 | 1995-11-13 12:00:00 | 2017-07-13 20:38:44 |
| mpu.gov.br                        | 026.989.715/0001-02 | FEHNA21    | FEHNA21    | FEHNA21    |   206380 | 1999-10-15 19:03:24 | 2021-08-18 17:27:42 |
| mre.gov.br                        | 000.394.536/0006-43 | SAT7       | SAT7       | SAT7       |        0 | 1996-01-01 12:00:00 | 2023-08-01 21:47:01 |
| ms.gov.br                         | 015.412.257/0001-28 | CGA        | CGA        | CGA        |        0 | 1996-01-01 12:00:00 | 2019-11-12 14:33:54 |
| msp.gov.br                        | 029.971.283/0001-09 | MIJUS7     | LERBI17    | MIJUS7     | 18544408 | 2018-07-11 13:50:13 | 2023-05-22 21:50:54 |
| mt.gov.br                         | 003.507.415/0001-44 | GRC35      | ADM617     | ADM617     |        0 | 1996-11-28 12:00:00 | 2013-06-21 15:33:46 |
| mtb.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944267 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| mtbauru.gov.br                    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944268 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| mte.gov.br                        | 037.115.367/0033-48 | COINF90    | COINF90    | COINF90    |   141353 | 1999-02-11 18:24:28 | 2023-11-01 20:51:31 |
| mtecbo.gov.br                     | 037.115.367/0033-48 | COINF90    | COINF90    | COINF90    |   982440 | 2002-10-17 11:25:31 | 2022-04-19 19:19:12 |
| mtecbo2000.gov.br                 | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944269 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| mtp.gov.br                        | 023.612.685/0001-22 | COINF90    | COINF90    | COINF90    | 24984172 | 2022-09-02 14:26:46 | 2022-09-02 15:22:27 |
| mtps.gov.br                       | 023.612.685/0001-22 | COINF90    | COINF90    | COINF90    | 15231628 | 2016-02-25 23:45:28 | 2022-04-19 19:17:52 |
| mtur.gov.br                       | 005.457.283/0002-08 | SUAAL3     | SUAAL3     | SUAAL3     |  1066494 | 2003-01-16 11:26:33 | 2020-01-09 18:49:42 |
| mulheres.gov.br                   | 000.489.828/0001-55 | CLSRO215   | CLSRO215   | CLSRO215   | 24944270 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| mulhergoverno.gov.br              | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |  1095512 | 2003-02-18 15:43:16 | 2020-06-08 21:00:07 |
| museudainconfidencia.gov.br       | 026.474.056/0022-04 | SEGDI7     | EESEW      | RUMOU3     |  5883869 | 2009-08-28 19:40:50 | 2021-02-23 12:28:08 |
| museudebiologiamelloleitao.gov.br | 010.898.596/0010-33 | LEMBI3     | LEMBI3     | HQBFE      |  8742984 | 2011-09-06 13:38:09 | 2022-09-05 20:49:33 |
| museudoindio.gov.br               | 000.059.311/0002-07 | MUIFU      | MUIFU      | JCL412     |  1373769 | 2003-10-23 16:28:14 | 2022-08-15 17:54:55 |
| museuimperial.gov.br              | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944271 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| museulasarsegall.gov.br           | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944272 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| museus.gov.br                     | 010.898.596/0001-42 | INBMU      | INBMU      | INBMU      |  3133715 | 2006-10-19 14:12:11 | 2021-10-08 21:38:35 |
| museuvictormeirelles.gov.br       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944273 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| navbrasil.gov.br                  | 042.736.102/0001-10 | SDACO8     | FNPSO2     | FNPSO2     | 23202315 | 2021-08-09 17:35:25 | 2023-07-11 13:38:38 |
| nbr.gov.br                        | 009.168.704/0001-42 | RSM9       | RSM9       | RSM9       | 15186857 | 2016-02-26 17:09:19 | 2016-02-26 17:09:19 |
| nead.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944274 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| netgoverno.gov.br                 | 076.545.011/0001-19 | ADC633     | ADC633     | ADC633     |   265137 | 2000-02-26 16:18:42 | 2009-12-08 13:43:14 |
| netminas.gov.br                   | 016.636.540/0001-04 | PGM14      | PGM14      | PGM14      |    81512 | 1998-01-16 12:23:41 | 2019-03-26 18:55:27 |
| nex.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944275 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| nfse.gov.br                       | 033.683.111/0001-07 | GSISE      | GSISE      | GSISE      | 17636342 | 2017-10-31 12:23:25 | 2020-06-08 21:01:54 |
| niteroi-artes.gov.br              | 028.550.176/0001-36 | ALTME7     | ALTME7     | ALTME7     |    62299 | 1997-10-10 11:00:00 | 2021-03-10 16:17:44 |
| nordestedigital.gov.br            | 007.237.373/0001-20 | CLRAL149   | DANMA112   | LHRSJ      |   663208 | 2001-11-19 18:18:11 | 2022-11-04 11:59:25 |
| nordesteeletronico.gov.br         | 007.237.373/0001-20 | CLRAL149   | DANMA112   | LHRSJ      |   663204 | 2001-11-19 18:18:10 | 2022-11-04 11:59:37 |
| nordestenegocios.gov.br           | 007.237.373/0001-20 | CLRAL149   | DANMA112   | LHRSJ      |   663199 | 2001-11-19 18:18:09 | 2022-11-04 11:59:54 |
| normas.gov.br                     | 004.196.645/0001-00 | IMNAC      | IMNAC      | IMNAC      | 18257979 | 2018-04-20 17:15:20 | 2023-06-28 20:53:06 |
| nossoambiente.gov.br              | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944276 | 2022-08-24 12:16:10 | 2023-05-11 19:06:29 |
| noticias.gov.br                   | 000.394.460/0008-18 | GSISE      | SEGDI7     | GSISE      | 11251642 | 2013-03-26 12:22:02 | 2022-10-03 14:55:07 |
